epoch,aa_acc,acc,kl_loss,loss,vae_loss,val_aa_acc,val_acc,val_kl_loss,val_loss,val_vae_loss,val_xent_loss,xent_loss
0,0.09342729214589157,0.5234711680314323,19.568879331508395,803.9699346215685,803.9699346215685,0.11148002172509829,0.5303791659573714,0.6503599606454372,767.3239532470703,767.3239532470703,766.6735977172851,784.4010581337944
1,0.1113381525347246,0.5352582867303606,0.6109729045333124,753.3605680518388,753.3605680518388,0.11508822683244943,0.534473437567552,0.6207708264390628,755.2771550496419,755.2771550496419,754.6563827514649,752.7495911318953
2,0.11464589576941828,0.5369098752078431,0.6382741084250297,750.0475377878431,750.0475377878431,0.11822336620340744,0.5345760414997737,0.7687236617008845,755.5448338826498,755.5448338826498,754.7761103312174,749.4092616297263
3,0.11622842524756384,0.5378565269609841,0.7086696452692728,748.448612782178,748.448612782178,0.1200874083985885,0.5372609371940295,0.7648097882668178,750.5977971394857,750.5977971394857,749.8329905192057,747.7399425190457
4,0.1179236053638366,0.5387256566990805,0.7483817292840441,746.9634825985735,746.9634825985735,0.1205197475850582,0.5379468763868014,0.8153913654386997,748.2463022867838,748.2463022867838,747.4309132893881,746.2150991871871
5,0.11908334960842001,0.5393143997666585,0.8157465704073563,745.8850586611921,745.8850586611921,0.12058352474123239,0.5385786446432272,0.8613635246952375,747.6286900838217,747.6286900838217,746.7673248291015,745.0693143560082
6,0.1202753497009778,0.5399678862391256,0.8701012305791865,744.8395625161861,744.8395625161861,0.12297164406627417,0.5354406252503395,0.9597618093093236,753.8297281901042,753.8297281901042,752.86995900472,743.969466572967
7,0.12148584390460457,0.5406319074209224,0.933780877300389,743.8074853380741,743.8074853380741,0.1239042558396856,0.5357656255364418,0.9672779356439908,752.4008117675781,752.4008117675781,751.4335306803385,742.8737057849188
8,0.12253430487783575,0.541257252680004,1.0296049969301697,742.9121132529243,742.9121132529243,0.12724889609962703,0.5406531242032846,1.074848655362924,745.3195704142253,745.3195704142253,744.244716389974,741.8825069870079
9,0.12439144919343416,0.5421521068442592,1.1657173679678479,741.6818515503604,741.6818515503604,0.12736963890492917,0.5437390625476837,1.1666911254326502,740.6263539632162,740.6263539632162,739.4596603393554,740.5161311534229
10,0.12633733206444023,0.5432076999166394,1.2972233845384082,740.096942206114,740.096942206114,0.1325529797623555,0.541661978016297,1.3597999344269434,744.9769439697266,744.9769439697266,743.6171478271484,738.7997215650358
11,0.12950975608430515,0.544961154460907,1.5331539966124856,737.8224809341009,737.8224809341009,0.13547802219788233,0.5448302092651526,1.5754293233156205,740.8135787963868,740.8135787963868,739.2381510416667,736.2893287279329
12,0.13199527308509496,0.5463989991180146,1.8423366523579339,735.7695395116648,735.7695395116648,0.13822976294904948,0.5458104155957699,1.6920618613560994,740.4114451090495,740.4114451090495,738.7193730672201,733.9272015819233
13,0.13478002641658757,0.5479212701320648,1.9577500345957213,733.3399729017394,733.3399729017394,0.137596672338744,0.5454020825525124,1.9668436914682388,740.2429489135742,740.2429489135742,738.2761052449545,731.3822260904049
14,0.1357695569196788,0.5484406070485299,2.111113206787004,732.515414243245,732.515414243245,0.1386675802990794,0.5448635421693325,2.1564618905385333,742.3617416381836,742.3617416381836,740.2052805582682,730.4042955261567
15,0.13644102281628392,0.5487468934190866,2.199936157102743,731.814141373608,731.814141373608,0.1394077304129799,0.5463484386603038,1.9839534630378088,740.3433471679688,740.3433471679688,738.3593892415364,729.61420352156
16,0.13813231109502566,0.5496783493632111,2.263148969378919,730.444706532178,730.444706532178,0.14018140435218812,0.5517343724767367,2.286936260263125,730.7499053955078,730.7499053955078,728.4629653930664,728.1815556478764
17,0.13848559416377743,0.5498428863385765,2.3654167260254284,730.3697367294059,730.3697367294059,0.14204940057049195,0.542774481823047,2.5597911218802136,746.2317494710286,746.2317494710286,743.6719604492188,728.0043170570668
18,0.14056932825327578,0.5509998276418085,2.453650552264893,728.7338631139935,728.7338631139935,0.14366026322046915,0.5523369813958804,2.396202500661214,731.8389134724935,731.8389134724935,729.442707824707,726.2802127395546
19,0.14076692833261595,0.5511622931911142,2.474521484493551,728.391649952251,728.391649952251,0.14222350952525933,0.5473218746483326,2.3970666845639546,738.9233144124349,738.9233144124349,736.5262496948242,725.9171277462448
20,0.14281086170870955,0.5522209940200352,2.569828167146082,726.9864663814312,726.9864663814312,0.1437541994576653,0.547859896471103,2.7850498656431832,739.6172297159831,739.6172297159831,736.8321812947592,724.4166386219678
21,0.14326646014307085,0.5524375004004378,2.655695916539398,726.7841876119539,726.7841876119539,0.14568776227533817,0.5507843740284443,2.7656256278355915,735.4253122965495,735.4253122965495,732.6596918741863,724.1284955272358
22,0.14371697841345935,0.5528138819155772,2.761476571388666,726.3973133234688,726.3973133234688,0.14297872508565584,0.5479505223532518,2.504643132289251,738.6286651611329,738.6286651611329,736.1240173339844,723.6358385454884
23,0.14438566884530182,0.5531346696681081,2.8230306542380736,725.6575853547997,725.6575853547997,0.14766386927415928,0.5506130176285903,2.7635701954364777,735.0619349161784,735.0619349161784,732.2983673095703,722.8345513949737
24,0.14545771549584458,0.553867921315504,2.871767850211971,724.5988926334276,724.5988926334276,0.14747159549345573,0.5509343755741914,2.8885255217552186,734.7609120686849,734.7609120686849,731.8723871866862,721.7271241246008
25,0.1435518494256623,0.5526952697427233,2.923764157690396,726.738786223185,726.738786223185,0.14131083836158118,0.5444911477466424,2.8038457234700522,745.0954193115234,745.0954193115234,742.291574605306,723.8150206507898
