epoch,aa_acc,acc,kl_loss,loss,vae_loss,val_aa_acc,val_acc,val_kl_loss,val_loss,val_vae_loss,val_xent_loss,xent_loss
43,0.18710443428949097,0.5793681618917054,3.204493682687454,689.9801629840998,689.9801629840998,0.1905632434412837,0.5765893697738648,2.9878503501415254,695.4663197835287,695.4663197835287,692.4784642537435,686.7756665477436
44,0.18706538688741337,0.5797297365099027,3.2145769905648836,689.5227440259733,689.5227440259733,0.18894465677440167,0.5780764306584995,3.0869181573390962,694.1120961507162,694.1120961507162,691.0251805623373,686.3081652393657
45,0.18845365023580046,0.5803501206702291,3.3458673183430623,688.7318195321942,688.7318195321942,0.1883807002256314,0.5722020735343297,3.0963605006535846,702.9462209065755,702.9462209065755,699.8498631795247,685.3859509209901
46,0.18872913998134888,0.580510439711381,3.2609260526809902,688.2558996716915,688.2558996716915,0.19002615430702766,0.5809549629688263,2.9585963745911914,688.9315592447916,688.9315592447916,685.972957611084,684.9949806171228
47,0.19000405281041208,0.5811198595808356,3.2362714729256394,687.5238966125152,687.5238966125152,0.1925885610903303,0.5793356277048588,3.2138901948928833,691.506637318929,691.506637318929,688.2927485148113,684.2876251389308
48,0.19086359852914653,0.581678237868936,3.3236488920549,686.682809566266,686.682809566266,0.1910884643594424,0.5789537864426771,3.0230261544386545,691.8594401041667,691.8594401041667,688.8364237467448,683.3591603653207
49,0.19129264632558954,0.5817481211865145,3.2593308213007384,686.552076898227,686.552076898227,0.19285730260113876,0.5811657778918743,2.8625690778096518,688.6305989583333,688.6305989583333,685.7680333455404,683.2927439146938
50,0.1913116729679358,0.581942183619046,3.3059057550535678,685.9010384069622,685.9010384069622,0.19437330830842256,0.5800564219554265,3.1345627148946127,690.7138025919596,690.7138025919596,687.5792419433594,682.5951345875777
51,0.19274756678724816,0.5826012744923323,3.316522235369814,684.8898108888068,684.8898108888068,0.19219940894593796,0.5785419782002766,3.0827704846858976,692.6552551269531,692.6552551269531,689.5724838256835,681.5732867836293
52,0.1931820557715155,0.5829794662927396,3.373267093416077,684.4432659676062,684.4432659676062,0.19134277949730555,0.577577814211448,3.120142416159312,694.4690780639648,694.4690780639648,691.3489316304525,681.069999062554
53,0.19354759391335494,0.583101416819662,3.354687719055302,684.1136965251101,684.1136965251101,0.19371807612478734,0.5778154981633027,3.2870908359686535,693.839860534668,693.839860534668,690.5527694702148,680.7590095983685
54,0.19458161747258013,0.5834828627537627,3.301981632880743,683.4890794279826,683.4890794279826,0.1981182120119532,0.5816308101018269,2.9203704754511515,687.8654963175455,687.8654963175455,684.9451159159343,680.1871000679816
55,0.1942968332100639,0.5835011892061865,3.3215463945220187,683.6808410981743,683.6808410981743,0.19629574151088794,0.5821490568419297,3.0332446575164793,687.3303771972656,687.3303771972656,684.2971288045247,680.3592969356979
56,0.1954422566772166,0.5838848617524732,3.3034689301285294,682.7503334171864,682.7503334171864,0.19176484247048695,0.5801390933493773,2.9717451095581056,689.82025680542,689.82025680542,686.8485143025716,679.446860803425
57,0.1966731354429577,0.5848445532565617,3.2967339642140088,681.3464785412531,681.3464785412531,0.19590393727024397,0.5811755940318107,2.8290641725063326,688.9346405029297,688.9346405029297,686.1055765787761,678.0497434837383
58,0.19704749661585244,0.5850478629710266,3.332939812491612,680.815515676256,680.815515676256,0.19640043365458648,0.5792508862912655,3.024759081999461,691.9626991271973,691.9626991271973,688.9379480997721,677.4825727768366
59,0.19783044246267217,0.5853320185650778,3.322565587186023,680.6806767079053,680.6806767079053,0.1995282594114542,0.5840877177814643,3.0683846831321717,684.7736353556315,684.7736353556315,681.7052538553874,677.3581094478375
60,0.1976356535985325,0.5852902259121943,3.3249315109042175,680.3519524842994,680.3519524842994,0.19940386861562728,0.5823779550691446,3.2120902140935264,687.2643666585286,687.2643666585286,684.052269744873,677.0270180043594
61,0.1986732484145059,0.5856865704553562,3.312496294632801,679.7816688158235,679.7816688158235,0.19721898312369981,0.5822291446228822,3.057805810372035,687.0335879007976,687.0335879007976,683.9757827758789,676.4691716821154
62,0.19938327956594815,0.5861312196234971,3.367930021733869,679.2446152492123,679.2446152492123,0.2011238422244787,0.5851986209551493,3.1921295642852785,682.3142354329427,682.3142354329427,679.122103881836,675.876688330213
63,0.19902323503355954,0.585834387751574,3.345971956437464,679.6503673574542,679.6503673574542,0.19729607589542866,0.5772610781093438,3.0357569376627604,694.6017214457194,694.6017214457194,691.5659675598145,676.3043944638079
64,0.19905303221051865,0.5860625356435776,3.3754121453722536,679.3962785078018,679.3962785078018,0.20100887268781661,0.5873827089866003,3.241037474075953,677.7991622924804,677.7991622924804,674.5581219991049,676.0208667734051
65,0.20022205629730752,0.5864643624145023,3.3030423413324095,678.5747488453902,678.5747488453902,0.19962456598877906,0.5804051953057449,3.220559428135554,689.7613057454427,689.7613057454427,686.5407455444335,675.2717037306306
66,0.20073001601254742,0.5869220263062261,3.3511739468706248,677.8440008848412,677.8440008848412,0.1946688335388899,0.5816928123434385,3.161924503246943,686.2810633341471,686.2810633341471,683.1191396077473,674.492826851692
67,0.20095394687593313,0.5870283935116141,3.406314443488147,678.0182576047781,678.0182576047781,0.20088048949837684,0.5835637810329596,3.0336178878943127,685.5213338216146,685.5213338216146,682.4877166748047,674.6119435347247
68,0.20178819449813984,0.5871957345397433,3.3184410030670586,677.0226831594225,677.0226831594225,0.2001305028796196,0.5846157823999723,3.0631120602289834,683.073166402181,683.073166402181,680.0100519816081,673.7042426009205
69,0.20249688526543463,0.5876527147892431,3.420506982513554,676.7054558854077,676.7054558854077,0.2056533987323443,0.5857085997859637,3.112316393852234,681.560684967041,681.560684967041,678.4483721415202,673.2849486967476
70,0.2028580337803996,0.5881084952894495,3.380983477797956,675.7964162246957,675.7964162246957,0.1973725136369467,0.5818230201800664,3.215911877155304,687.0866251627605,687.0866251627605,683.8707102457682,672.4154336834481
71,0.20319139949195292,0.5882813183806878,3.3522531749135225,675.6030485880309,675.6030485880309,0.20313366154829662,0.5864237144589424,3.297038400173187,680.5763432820638,680.5763432820638,677.2793019612631,672.2507995268257
72,0.20271853157910852,0.5878561979663964,3.347106039194771,676.1478166949024,676.1478166949024,0.2020166207725803,0.5836883020897706,3.278264327843984,685.0375081380208,685.0375081380208,681.7592442830404,672.8007131334168
73,0.20350940476135654,0.5881682752081043,3.404787315848124,675.7877105375679,675.7877105375679,0.19914744074145954,0.5813378403584163,3.0964415510495504,688.543994140625,688.543994140625,685.4475555419922,672.3829242010802
74,0.20367470515367075,0.5883160890465942,3.3560043349450464,675.4611268438687,675.4611268438687,0.19893641198674838,0.5833932710190614,3.360505622625351,685.3745691935221,685.3745691935221,682.0140635172526,672.1051216757759
75,0.20417727517653567,0.5885802056249334,3.3950647846769892,675.0314048640636,675.0314048640636,0.20339800330499808,0.5827169107894102,3.2231015543142956,685.5852938334148,685.5852938334148,682.3621922810872,671.6363397250518
76,0.20517329805793025,0.5891170025859749,3.417815655634548,674.1545189283171,674.1545189283171,0.20191775088508923,0.5834206531445185,3.178096793095271,685.2877772013346,685.2877772013346,682.1096817016602,670.7367041150509
77,0.20516235010893963,0.5890597916769059,3.3973428880312166,674.1226631291005,674.1226631291005,0.20392341533054908,0.5863105557858944,3.3485119342803955,680.5468500773112,680.5468500773112,677.1983378092448,670.7253193723562
78,0.2054888102436922,0.5891152896110524,3.449764492103408,674.2173972788437,674.2173972788437,0.2008458943416675,0.5801592476665973,3.372842198610306,689.798038482666,689.798038482666,686.4251942952474,670.7676303926752
79,0.20576797135544744,0.58948731142513,3.444450850644823,673.5697683260586,673.5697683260586,0.20124871612836917,0.5841001152992249,3.1326195081075032,683.9458091735839,683.9458091735839,680.8131902058919,670.1253163037379
80,0.2061299895095891,0.5896323890481865,3.3966995227402745,673.318582608555,673.318582608555,0.20439539651076,0.5876911801596483,3.138234899441401,677.9463813781738,677.9463813781738,674.8081448872884,669.9218853692323
81,0.2067009533307829,0.5898156589236707,3.4005121177072684,673.2199396797307,673.2199396797307,0.20469227296610673,0.5839637068410715,3.1306201815605164,684.3394561767578,684.3394561767578,681.20883102417,669.819429007683
82,0.2067661991353193,0.5900501454897349,3.451255121283768,672.7501529251015,672.7501529251015,0.2065785466382901,0.588174294680357,3.365781331062317,677.446718343099,677.446718343099,674.080935160319,669.2988958200697
83,0.2067980429785357,0.5898231969353902,3.4457703196541383,672.9079460860615,672.9079460860615,0.20404790056248506,0.5837286077439785,3.2771072387695312,684.4431086222331,684.4431086222331,681.1660044352213,669.4621750636654
84,0.2069167791768003,0.5899170586088086,3.463260297617201,673.0098817941233,673.0098817941233,0.20372117018948,0.5853675812482834,3.3181734720865887,682.4154774983724,682.4154774983724,679.0973022460937,669.5466209959588
85,0.20737273900548397,0.5903601648893145,3.4733852121711437,672.1982924319104,672.1982924319104,0.20066730851928394,0.583207256346941,3.1990204016367594,684.7468256632487,684.7468256632487,681.5478108723959,668.7249077222624
86,0.2078660221471971,0.5906792626361161,3.444134724074306,671.8728828219419,671.8728828219419,0.20235376146932443,0.5845362119376659,3.4818240265051523,684.0947113037109,684.0947113037109,680.6128921508789,668.42874744057
87,0.20854173703582246,0.5907422942186588,3.491847768672922,671.6694318233932,671.6694318233932,0.2058821262170871,0.5839135862886906,3.115229781468709,683.9883761088054,683.9883761088054,680.8731432596843,668.1775837260715
88,0.20944747851533785,0.5913234535831114,3.5351485224718546,671.0338149097084,671.0338149097084,0.2071675904095173,0.5829571748773257,3.385926596323649,685.9569694519043,685.9569694519043,682.5710428873698,667.4986672585841
89,0.20956839851582248,0.591304611270599,3.5571504231974567,670.8221843571953,670.8221843571953,0.20517049059271814,0.5870928419133027,3.3325693706671395,679.0167737325032,679.0167737325032,675.6842000325521,667.2650356398103
90,0.20863509581563222,0.5910961627960205,3.429288139000782,670.7767046512162,670.7767046512162,0.20758067332208158,0.5879546982546647,3.1844310740629833,678.1853006998698,678.1853006998698,675.0008753458659,667.3474164088128
91,0.20935303915436096,0.591367129215878,3.492776050093424,670.6338148591268,670.6338148591268,0.20809518235425153,0.5840866801639398,3.489183109998703,684.6905283610026,684.6905283610026,681.2013478597005,667.1410361442777
92,0.20930812269119928,0.5911425791721976,3.5122394199529405,670.8776403606267,670.8776403606267,0.19827604417999586,0.5856424619754156,3.190507507324219,681.6632481892904,681.6632481892904,678.4727424621582,667.3654008728364
93,0.2089091382550271,0.5910684136231301,3.4733720971734483,671.04651713503,671.04651713503,0.2024267368018627,0.5827597958346208,3.0686012665430704,685.369662475586,685.369662475586,682.3010635375977,667.5731473469602
94,0.21007037771999507,0.5916975311811458,3.4901646533723696,670.0326762331125,670.0326762331125,0.20724695262809595,0.5872886690000693,3.167618227005005,679.5199747721355,679.5199747721355,676.3523559570312,666.5425164660038
95,0.20970726288978567,0.591604526036352,3.504500385806047,670.1358074377913,670.1358074377913,0.20355684719979764,0.5839988415439924,3.4242422759532927,683.8952682495117,683.8952682495117,680.4710286458334,666.6313060950179
96,0.21039157307279702,0.591811949294575,3.5580466886910287,669.8243943525283,669.8243943525283,0.2067452844232321,0.5865709761778514,3.1556637128194174,680.6114262898762,680.6114262898762,677.4557637532552,666.2663475584588
97,0.21068163850030847,0.5919936789992106,3.5389058168421794,669.4572484137603,669.4572484137603,0.20518626905977727,0.586639179289341,3.411628746986389,679.7772771199544,679.7772771199544,676.3656504313151,665.9183438127212
98,0.21140641824069603,0.5922764645920274,3.4948135140192442,668.9301280659207,668.9301280659207,0.20496005807071924,0.5851438497503598,3.323803546031316,681.7212936401368,681.7212936401368,678.397492980957,665.4353148739641
99,0.21177874793663867,0.5924684709112947,3.5541709272901,668.779435215734,668.779435215734,0.20928464867174626,0.5873258717358112,3.3338474412759145,678.9681594848632,678.9681594848632,675.6343048095703,665.2252639854811
